통계년월,통계시도명,통계시군구명,중위소득비율구분,가족유형,수급자수,수급가구수
201812,서울특별시,종로구,중위소득40%미만,부자가족,170,68
201812,서울특별시,종로구,중위소득41~52%미만,부자가족,27,11
201812,서울특별시,종로구,중위소득53~60%미만,부자가족,2,1
201812,서울특별시,종로구,중위소득40%미만,청소년모자,16,8
201812,서울특별시,종로구,중위소득40%미만,청소년부자,2,1
201812,서울특별시,종로구,중위소득41~52%미만,모자가족,87,35
201812,서울특별시,종로구,중위소득53~60%미만,모자가족,32,14
201812,서울특별시,종로구,중위소득40%미만,모자가족,505,212
201812,서울특별시,중구,중위소득40%미만,부자가족,142,58
201812,서울특별시,중구,중위소득41~52%미만,부자가족,28,11
201812,서울특별시,중구,중위소득53~60%미만,부자가족,14,6
201812,서울특별시,중구,중위소득40%미만,청소년모자,8,4
201812,서울특별시,중구,중위소득40%미만,모자가족,514,221
201812,서울특별시,중구,중위소득41~52%미만,모자가족,70,28
201812,서울특별시,중구,중위소득53~60%미만,모자가족,13,5
201812,서울특별시,중구,기타(중위소득72%이상),모자가족,3,2
201812,서울특별시,용산구,기타(중위소득72%이상),모자가족,2,1
201812,서울특별시,용산구,중위소득40%미만,부자가족,217,91
201812,서울특별시,용산구,중위소득41~52%미만,부자가족,49,20
201812,서울특별시,용산구,중위소득53~60%미만,부자가족,10,4
201812,서울특별시,용산구,중위소득40%미만,모자가족,744,348
201812,서울특별시,용산구,중위소득40%미만,조손가족,6,3
201812,서울특별시,용산구,중위소득40%미만,청소년모자,18,15
201812,서울특별시,용산구,중위소득41~52%미만,청소년모자,2,1
201812,서울특별시,용산구,중위소득40%미만,청소년부자,3,2
201812,서울특별시,용산구,중위소득41~52%미만,모자가족,187,79
201812,서울특별시,용산구,중위소득53~60%미만,모자가족,41,18
201812,서울특별시,용산구,중위소득60~72%미만,모자가족,2,1
201812,서울특별시,성동구,중위소득40%미만,부자가족,366,166
201812,서울특별시,성동구,중위소득41~52%미만,부자가족,60,30
201812,서울특별시,성동구,중위소득53~60%미만,부자가족,7,4
201812,서울특별시,성동구,중위소득60~72%미만,부자가족,2,1
201812,서울특별시,성동구,중위소득40%미만,조손가족,8,3
201812,서울특별시,성동구,중위소득41~52%미만,조손가족,4,2
201812,서울특별시,성동구,중위소득40%미만,청소년모자,32,16
201812,서울특별시,성동구,중위소득40%미만,청소년부자,1,1
201812,서울특별시,성동구,중위소득41~52%미만,모자가족,213,87
201812,서울특별시,성동구,중위소득40%미만,모자가족,1114,468
201812,서울특별시,성동구,중위소득53~60%미만,모자가족,49,20
