통계년월,통계시도명,통계시군구명,중위소득비율구분,가족유형,수급자수,수급가구수
201810,서울특별시,종로구,중위소득40%미만,부자가족,157,63
201810,서울특별시,종로구,중위소득41~52%미만,부자가족,22,9
201810,서울특별시,종로구,중위소득53~60%미만,부자가족,2,1
201810,서울특별시,종로구,중위소득60~72%미만,부자가족,3,1
201810,서울특별시,종로구,기타(중위소득72%이상),부자가족,11,5
201810,서울특별시,종로구,중위소득40%미만,청소년모자,16,8
201810,서울특별시,종로구,중위소득40%미만,청소년부자,2,1
201810,서울특별시,종로구,중위소득40%미만,모자가족,488,204
201810,서울특별시,종로구,중위소득41~52%미만,모자가족,87,36
201810,서울특별시,종로구,중위소득53~60%미만,모자가족,35,15
201810,서울특별시,종로구,중위소득60~72%미만,모자가족,3,1
201810,서울특별시,종로구,기타(중위소득72%이상),모자가족,15,8
201810,서울특별시,중구,중위소득40%미만,부자가족,142,58
201810,서울특별시,중구,중위소득41~52%미만,부자가족,26,10
201810,서울특별시,중구,중위소득53~60%미만,부자가족,12,5
201810,서울특별시,중구,중위소득60~72%미만,부자가족,4,2
201810,서울특별시,중구,기타(중위소득72%이상),부자가족,5,2
201810,서울특별시,중구,중위소득40%미만,청소년모자,6,3
201810,서울특별시,중구,중위소득41~52%미만,모자가족,64,25
201810,서울특별시,중구,중위소득53~60%미만,모자가족,11,5
201810,서울특별시,중구,중위소득40%미만,모자가족,501,214
201810,서울특별시,중구,중위소득60~72%미만,모자가족,4,2
201810,서울특별시,중구,기타(중위소득72%이상),모자가족,24,12
201810,서울특별시,용산구,기타(중위소득72%이상),모자가족,10,4
201810,서울특별시,용산구,중위소득40%미만,부자가족,205,86
201810,서울특별시,용산구,중위소득41~52%미만,부자가족,46,18
201810,서울특별시,용산구,중위소득53~60%미만,부자가족,7,3
201810,서울특별시,용산구,중위소득40%미만,모자가족,735,335
201810,서울특별시,용산구,중위소득60~72%미만,부자가족,4,2
201810,서울특별시,용산구,기타(중위소득72%이상),부자가족,9,4
201810,서울특별시,용산구,중위소득40%미만,조손가족,6,3
201810,서울특별시,용산구,중위소득40%미만,청소년모자,19,12
201810,서울특별시,용산구,중위소득41~52%미만,청소년모자,2,1
201810,서울특별시,용산구,중위소득40%미만,청소년부자,3,2
201810,서울특별시,용산구,중위소득41~52%미만,모자가족,178,77
201810,서울특별시,용산구,중위소득53~60%미만,모자가족,40,18
201810,서울특별시,용산구,중위소득60~72%미만,모자가족,12,6
201810,서울특별시,성동구,기타(중위소득72%이상),모자가족,30,12
201810,서울특별시,성동구,중위소득40%미만,부자가족,348,157
201810,서울특별시,성동구,중위소득41~52%미만,부자가족,65,31
201810,서울특별시,성동구,중위소득53~60%미만,부자가족,5,5
201810,서울특별시,성동구,중위소득60~72%미만,부자가족,4,2
201810,서울특별시,성동구,기타(중위소득72%이상),부자가족,10,4
201810,서울특별시,성동구,중위소득40%미만,조손가족,8,3
201810,서울특별시,성동구,중위소득41~52%미만,조손가족,4,2
201810,서울특별시,성동구,중위소득40%미만,청소년모자,26,13
201810,서울특별시,성동구,중위소득40%미만,청소년부자,1,1
201810,서울특별시,성동구,중위소득41~52%미만,모자가족,173,71
201810,서울특별시,성동구,중위소득53~60%미만,모자가족,58,26
201810,서울특별시,성동구,중위소득40%미만,모자가족,1094,456
201810,서울특별시,성동구,중위소득60~72%미만,모자가족,17,7
201810,서울특별시,광진구,중위소득40%미만,모자가족,1869,762
201810,서울특별시,광진구,중위소득40%미만,부자가족,436,186
201810,서울특별시,광진구,중위소득41~52%미만,부자가족,68,29
201810,서울특별시,광진구,중위소득53~60%미만,부자가족,21,10
201810,서울특별시,광진구,중위소득60~72%미만,부자가족,9,4
201810,서울특별시,광진구,기타(중위소득72%이상),부자가족,16,7
201810,서울특별시,광진구,중위소득40%미만,조손가족,9,4
201810,서울특별시,광진구,중위소득40%미만,청소년모자,19,9
201810,서울특별시,광진구,중위소득40%미만,청소년부자,6,3
201810,서울특별시,광진구,기타(중위소득72%이상),청소년부자,2,1
201810,서울특별시,광진구,중위소득41~52%미만,모자가족,366,150
201810,서울특별시,광진구,중위소득53~60%미만,모자가족,113,47
201810,서울특별시,광진구,중위소득60~72%미만,모자가족,27,11
201810,서울특별시,광진구,기타(중위소득72%이상),모자가족,68,29
201810,서울특별시,동대문구,중위소득40%미만,부자가족,528,222
201810,서울특별시,동대문구,중위소득40%미만,모자가족,1821,752
201810,서울특별시,동대문구,중위소득41~52%미만,부자가족,103,40
201810,서울특별시,동대문구,중위소득53~60%미만,부자가족,7,3
201810,서울특별시,동대문구,기타(중위소득72%이상),부자가족,17,7
