통계년월,통계시도명,통계시군구명,중위소득비율구분,가족유형,수급자수,수급가구수
201811,서울특별시,종로구,기타(중위소득72%이상),모자가족,11,6
201811,서울특별시,종로구,중위소득40%미만,부자가족,166,66
201811,서울특별시,종로구,중위소득41~52%미만,부자가족,24,10
201811,서울특별시,종로구,중위소득53~60%미만,부자가족,2,1
201811,서울특별시,종로구,중위소득40%미만,모자가족,493,207
201811,서울특별시,종로구,기타(중위소득72%이상),부자가족,2,1
201811,서울특별시,종로구,중위소득40%미만,청소년모자,16,8
201811,서울특별시,종로구,중위소득40%미만,청소년부자,2,1
201811,서울특별시,종로구,중위소득41~52%미만,모자가족,84,34
201811,서울특별시,종로구,중위소득53~60%미만,모자가족,35,15
201811,서울특별시,중구,기타(중위소득72%이상),모자가족,11,6
201811,서울특별시,중구,중위소득40%미만,부자가족,139,57
201811,서울특별시,중구,중위소득41~52%미만,부자가족,28,11
201811,서울특별시,중구,중위소득53~60%미만,부자가족,14,6
201811,서울특별시,중구,중위소득60~72%미만,부자가족,2,1
201811,서울특별시,중구,중위소득40%미만,청소년모자,8,4
201811,서울특별시,중구,중위소득40%미만,모자가족,515,221
201811,서울특별시,중구,중위소득41~52%미만,모자가족,66,26
201811,서울특별시,중구,중위소득53~60%미만,모자가족,9,4
201811,서울특별시,중구,중위소득60~72%미만,모자가족,4,2
201811,서울특별시,용산구,기타(중위소득72%이상),모자가족,5,2
201811,서울특별시,용산구,중위소득40%미만,부자가족,213,90
201811,서울특별시,용산구,중위소득41~52%미만,부자가족,46,19
201811,서울특별시,용산구,중위소득53~60%미만,부자가족,10,4
201811,서울특별시,용산구,중위소득60~72%미만,부자가족,5,2
201811,서울특별시,용산구,기타(중위소득72%이상),부자가족,5,2
201811,서울특별시,용산구,중위소득40%미만,조손가족,6,3
201811,서울특별시,용산구,중위소득40%미만,청소년모자,18,15
201811,서울특별시,용산구,중위소득41~52%미만,청소년모자,2,1
201811,서울특별시,용산구,중위소득40%미만,모자가족,741,344
201811,서울특별시,용산구,중위소득40%미만,청소년부자,3,2
201811,서울특별시,용산구,중위소득41~52%미만,모자가족,187,81
201811,서울특별시,용산구,중위소득53~60%미만,모자가족,38,17
201811,서울특별시,용산구,중위소득60~72%미만,모자가족,14,7
201811,서울특별시,성동구,기타(중위소득72%이상),모자가족,2,1
201811,서울특별시,성동구,중위소득40%미만,부자가족,359,163
201811,서울특별시,성동구,중위소득41~52%미만,부자가족,64,31
201811,서울특별시,성동구,중위소득40%미만,모자가족,1115,466
201811,서울특별시,성동구,중위소득53~60%미만,부자가족,5,3
201811,서울특별시,성동구,중위소득60~72%미만,부자가족,2,1
201811,서울특별시,성동구,중위소득40%미만,조손가족,8,3
201811,서울특별시,성동구,중위소득41~52%미만,조손가족,4,2
201811,서울특별시,성동구,중위소득40%미만,청소년모자,30,15
201811,서울특별시,성동구,중위소득40%미만,청소년부자,1,1
201811,서울특별시,성동구,중위소득41~52%미만,모자가족,201,82
201811,서울특별시,성동구,중위소득53~60%미만,모자가족,50,21
201811,서울특별시,광진구,기타(중위소득72%이상),모자가족,17,7
201811,서울특별시,광진구,중위소득40%미만,부자가족,454,194
201811,서울특별시,광진구,중위소득41~52%미만,부자가족,65,28
201811,서울특별시,광진구,중위소득53~60%미만,부자가족,25,11
201811,서울특별시,광진구,중위소득60~72%미만,부자가족,5,2
201811,서울특별시,광진구,기타(중위소득72%이상),부자가족,2,1
201811,서울특별시,광진구,중위소득40%미만,조손가족,6,3
201811,서울특별시,광진구,중위소득40%미만,청소년모자,19,9
201811,서울특별시,광진구,중위소득40%미만,모자가족,1900,778
201811,서울특별시,광진구,중위소득40%미만,청소년부자,8,4
201811,서울특별시,광진구,중위소득41~52%미만,모자가족,398,163
201811,서울특별시,광진구,중위소득53~60%미만,모자가족,106,45
201811,서울특별시,광진구,중위소득60~72%미만,모자가족,7,3
201811,서울특별시,동대문구,기타(중위소득72%이상),모자가족,20,8
201811,서울특별시,동대문구,중위소득40%미만,부자가족,536,225
201811,서울특별시,동대문구,중위소득41~52%미만,부자가족,99,39
201811,서울특별시,동대문구,중위소득53~60%미만,부자가족,5,2
201811,서울특별시,동대문구,중위소득60~72%미만,부자가족,2,1
201811,서울특별시,동대문구,기타(중위소득72%이상),부자가족,10,4
201811,서울특별시,동대문구,중위소득40%미만,조손가족,20,9
201811,서울특별시,동대문구,중위소득40%미만,모자가족,1818,751
201811,서울특별시,동대문구,중위소득41~52%미만,조손가족,2,1
201811,서울특별시,동대문구,중위소득40%미만,청소년모자,24,11
