통계년월,통계시도명,통계시군구명,중위소득비율구분,가족유형,수급자수,수급가구수
201809,서울특별시,종로구,기타(중위소득72%이상),모자가족,1,0
201809,서울특별시,종로구,중위소득40%미만,부자가족,175,70
201809,서울특별시,종로구,중위소득41~52%미만,부자가족,18,8
201809,서울특별시,종로구,중위소득53~60%미만,부자가족,9,4
201809,서울특별시,종로구,기타(중위소득72%이상),부자가족,1,0
201809,서울특별시,종로구,중위소득40%미만,모자가족,529,222
201809,서울특별시,종로구,중위소득40%미만,청소년모자,14,7
201809,서울특별시,종로구,중위소득40%미만,청소년부자,2,1
201809,서울특별시,종로구,중위소득41~52%미만,모자가족,76,32
201809,서울특별시,종로구,중위소득53~60%미만,모자가족,29,13
201809,서울특별시,중구,중위소득40%미만,부자가족,147,60
201809,서울특별시,중구,중위소득40%미만,모자가족,520,223
201809,서울특별시,중구,중위소득41~52%미만,부자가족,32,13
201809,서울특별시,중구,중위소득53~60%미만,부자가족,8,3
201809,서울특별시,중구,중위소득40%미만,청소년모자,8,4
201809,서울특별시,중구,중위소득41~52%미만,모자가족,70,28
201809,서울특별시,중구,중위소득53~60%미만,모자가족,17,8
201809,서울특별시,중구,중위소득60~72%미만,모자가족,5,2
201809,서울특별시,중구,기타(중위소득72%이상),모자가족,1,1
201809,서울특별시,용산구,기타(중위소득72%이상),모자가족,5,3
201809,서울특별시,용산구,중위소득40%미만,부자가족,227,95
201809,서울특별시,용산구,중위소득41~52%미만,부자가족,42,18
201809,서울특별시,용산구,중위소득53~60%미만,부자가족,7,3
201809,서울특별시,용산구,중위소득40%미만,모자가족,749,345
201809,서울특별시,용산구,기타(중위소득72%이상),부자가족,5,2
201809,서울특별시,용산구,중위소득40%미만,조손가족,6,3
201809,서울특별시,용산구,중위소득40%미만,청소년모자,16,11
201809,서울특별시,용산구,중위소득41~52%미만,청소년모자,2,1
201809,서울특별시,용산구,중위소득40%미만,청소년부자,3,2
201809,서울특별시,용산구,중위소득41~52%미만,모자가족,169,69
201809,서울특별시,용산구,중위소득53~60%미만,모자가족,39,17
201809,서울특별시,용산구,중위소득60~72%미만,모자가족,3,2
201809,서울특별시,성동구,기타(중위소득72%이상),모자가족,2,1
201809,서울특별시,성동구,중위소득40%미만,모자가족,1148,479
201809,서울특별시,성동구,중위소득40%미만,부자가족,359,166
201809,서울특별시,성동구,중위소득41~52%미만,부자가족,66,29
201809,서울특별시,성동구,중위소득53~60%미만,부자가족,8,4
201809,서울특별시,성동구,기타(중위소득72%이상),부자가족,6,4
201809,서울특별시,성동구,중위소득40%미만,조손가족,10,4
201809,서울특별시,성동구,중위소득41~52%미만,조손가족,2,1
201809,서울특별시,성동구,중위소득40%미만,청소년모자,22,11
201809,서울특별시,성동구,중위소득41~52%미만,청소년부자,1,1
201809,서울특별시,성동구,중위소득41~52%미만,모자가족,165,69
201809,서울특별시,성동구,중위소득53~60%미만,모자가족,58,23
201809,서울특별시,광진구,중위소득40%미만,모자가족,1936,787
201809,서울특별시,광진구,중위소득40%미만,부자가족,454,192
201809,서울특별시,광진구,중위소득41~52%미만,부자가족,62,28
201809,서울특별시,광진구,중위소득53~60%미만,부자가족,21,10
201809,서울특별시,광진구,기타(중위소득72%이상),부자가족,5,2
201809,서울특별시,광진구,중위소득40%미만,조손가족,9,4
201809,서울특별시,광진구,중위소득40%미만,청소년모자,19,9
201809,서울특별시,광진구,중위소득40%미만,청소년부자,8,4
201809,서울특별시,광진구,중위소득53~60%미만,청소년부자,2,1
201809,서울특별시,광진구,중위소득41~52%미만,모자가족,411,170
201809,서울특별시,광진구,중위소득53~60%미만,모자가족,92,39
201809,서울특별시,광진구,중위소득60~72%미만,모자가족,2,1
201809,서울특별시,광진구,기타(중위소득72%이상),모자가족,8,3
201809,서울특별시,동대문구,중위소득40%미만,부자가족,562,233
201809,서울특별시,동대문구,중위소득41~52%미만,부자가족,84,34
201809,서울특별시,동대문구,중위소득53~60%미만,부자가족,11,5
201809,서울특별시,동대문구,기타(중위소득72%이상),부자가족,2,1
201809,서울특별시,동대문구,중위소득40%미만,조손가족,17,8
201809,서울특별시,동대문구,중위소득40%미만,청소년모자,18,9
201809,서울특별시,동대문구,중위소득40%미만,청소년부자,4,3
201809,서울특별시,동대문구,중위소득41~52%미만,모자가족,261,109
201809,서울특별시,동대문구,중위소득40%미만,모자가족,1838,761
201809,서울특별시,동대문구,중위소득53~60%미만,모자가족,46,22
201809,서울특별시,동대문구,중위소득60~72%미만,모자가족,5,2
201809,서울특별시,동대문구,기타(중위소득72%이상),모자가족,2,1
201809,서울특별시,중랑구,기타(중위소득72%이상),모자가족,23,10
201809,서울특별시,중랑구,중위소득40%미만,부자가족,1023,419
201809,서울특별시,중랑구,중위소득41~52%미만,부자가족,157,66
201809,서울특별시,중랑구,중위소득53~60%미만,부자가족,37,16
201809,서울특별시,중랑구,중위소득60~72%미만,부자가족,2,1
201809,서울특별시,중랑구,중위소득40%미만,모자가족,3343,1382
201809,서울특별시,중랑구,기타(중위소득72%이상),부자가족,7,3
201809,서울특별시,중랑구,중위소득40%미만,조손가족,23,9
201809,서울특별시,중랑구,중위소득40%미만,청소년모자,65,33
201809,서울특별시,중랑구,중위소득41~52%미만,청소년모자,2,1
201809,서울특별시,중랑구,중위소득60~72%미만,청소년모자,2,1
201809,서울특별시,중랑구,중위소득40%미만,청소년부자,12,6
201809,서울특별시,중랑구,중위소득41~52%미만,청소년부자,2,1
201809,서울특별시,중랑구,중위소득41~52%미만,모자가족,645,268
201809,서울특별시,중랑구,중위소득53~60%미만,모자가족,112,46
201809,서울특별시,중랑구,중위소득60~72%미만,모자가족,2,1
201809,서울특별시,성북구,중위소득40%미만,부자가족,615,252
201809,서울특별시,성북구,중위소득40%미만,모자가족,2205,894
201809,서울특별시,성북구,중위소득41~52%미만,부자가족,82,35
201809,서울특별시,성북구,중위소득53~60%미만,부자가족,8,4
201809,서울특별시,성북구,중위소득60~72%미만,부자가족,2,1
201809,서울특별시,성북구,중위소득40%미만,조손가족,17,6
201809,서울특별시,성북구,중위소득40%미만,청소년모자,44,24
201809,서울특별시,성북구,기타(중위소득72%이상),청소년모자,1,0
201809,서울특별시,성북구,중위소득40%미만,청소년부자,2,1
201809,서울특별시,성북구,중위소득41~52%미만,모자가족,508,202
201809,서울특별시,성북구,중위소득53~60%미만,모자가족,69,30
201809,서울특별시,성북구,중위소득60~72%미만,모자가족,4,2
201809,서울특별시,성북구,기타(중위소득72%이상),모자가족,5,2
201809,서울특별시,강북구,중위소득40%미만,모자가족,3020,1249
201809,서울특별시,강북구,중위소득40%미만,부자가족,786,334
201809,서울특별시,강북구,중위소득41~52%미만,부자가족,94,37
201809,서울특별시,강북구,중위소득53~60%미만,부자가족,40,16
201809,서울특별시,강북구,중위소득60~72%미만,부자가족,3,1
201809,서울특별시,강북구,기타(중위소득72%이상),부자가족,4,2
201809,서울특별시,강북구,중위소득40%미만,조손가족,33,16
201809,서울특별시,강북구,중위소득40%미만,청소년모자,40,19
201809,서울특별시,강북구,중위소득41~52%미만,청소년모자,4,2
201809,서울특별시,강북구,중위소득40%미만,청소년부자,2,1
201809,서울특별시,강북구,중위소득41~52%미만,모자가족,551,223
201809,서울특별시,강북구,중위소득53~60%미만,모자가족,112,50
201809,서울특별시,강북구,중위소득60~72%미만,모자가족,4,1
201809,서울특별시,강북구,기타(중위소득72%이상),모자가족,7,3
201809,서울특별시,도봉구,기타(중위소득72%이상),모자가족,13,6
201809,서울특별시,도봉구,중위소득40%미만,부자가족,662,274
201809,서울특별시,도봉구,중위소득41~52%미만,부자가족,96,40
201809,서울특별시,도봉구,중위소득53~60%미만,부자가족,22,10
201809,서울특별시,도봉구,기타(중위소득72%이상),부자가족,9,4
201809,서울특별시,도봉구,중위소득40%미만,조손가족,24,11
201809,서울특별시,도봉구,중위소득40%미만,청소년모자,52,27
201809,서울특별시,도봉구,중위소득41~52%미만,청소년모자,3,1
201809,서울특별시,도봉구,중위소득40%미만,청소년부자,2,1
201809,서울특별시,도봉구,중위소득41~52%미만,모자가족,462,184
201809,서울특별시,도봉구,중위소득40%미만,모자가족,2768,1139
201809,서울특별시,도봉구,중위소득53~60%미만,모자가족,92,37
201809,서울특별시,도봉구,중위소득60~72%미만,모자가족,9,4
201809,서울특별시,노원구,기타(중위소득72%이상),모자가족,21,8
201809,서울특별시,노원구,중위소득40%미만,부자가족,1007,435
201809,서울특별시,노원구,중위소득41~52%미만,부자가족,119,49
201809,서울특별시,노원구,중위소득53~60%미만,부자가족,36,15
201809,서울특별시,노원구,중위소득60~72%미만,부자가족,4,2
201809,서울특별시,노원구,기타(중위소득72%이상),부자가족,3,2
201809,서울특별시,노원구,중위소득40%미만,조손가족,44,19
201809,서울특별시,노원구,중위소득53~60%미만,조손가족,3,1
201809,서울특별시,노원구,중위소득60~72%미만,조손가족,2,1
201809,서울특별시,노원구,기타(중위소득72%이상),조손가족,4,1
201809,서울특별시,노원구,중위소득40%미만,청소년모자,62,34
201809,서울특별시,노원구,중위소득60~72%미만,청소년모자,2,1
201809,서울특별시,노원구,중위소득40%미만,청소년부자,8,4
201809,서울특별시,노원구,중위소득40%미만,모자가족,3859,1624
201809,서울특별시,노원구,중위소득41~52%미만,모자가족,572,231
201809,서울특별시,노원구,중위소득53~60%미만,모자가족,110,51
201809,서울특별시,노원구,중위소득60~72%미만,모자가족,17,7
201809,서울특별시,은평구,중위소득40%미만,부자가족,746,310
201809,서울특별시,은평구,중위소득41~52%미만,부자가족,157,63
201809,서울특별시,은평구,중위소득53~60%미만,부자가족,31,13
201809,서울특별시,은평구,기타(중위소득72%이상),부자가족,2,1
201809,서울특별시,은평구,중위소득40%미만,조손가족,15,7
201809,서울특별시,은평구,중위소득41~52%미만,조손가족,5,2
201809,서울특별시,은평구,중위소득40%미만,청소년모자,52,25
201809,서울특별시,은평구,중위소득41~52%미만,청소년모자,4,2
201809,서울특별시,은평구,중위소득53~60%미만,청소년모자,2,1
201809,서울특별시,은평구,중위소득60~72%미만,청소년모자,2,1
201809,서울특별시,은평구,중위소득40%미만,청소년부자,8,4
201809,서울특별시,은평구,중위소득41~52%미만,청소년부자,3,1
201809,서울특별시,은평구,중위소득41~52%미만,모자가족,748,305
201809,서울특별시,은평구,중위소득40%미만,모자가족,2968,1222
201809,서울특별시,은평구,중위소득53~60%미만,모자가족,151,66
201809,서울특별시,은평구,중위소득60~72%미만,모자가족,9,4
201809,서울특별시,은평구,기타(중위소득72%이상),모자가족,8,3
201809,서울특별시,서대문구,기타(중위소득72%이상),모자가족,22,9
201809,서울특별시,서대문구,중위소득40%미만,부자가족,413,170
201809,서울특별시,서대문구,중위소득41~52%미만,부자가족,86,35
201809,서울특별시,서대문구,중위소득53~60%미만,부자가족,18,8
201809,서울특별시,서대문구,중위소득60~72%미만,부자가족,8,3
201809,서울특별시,서대문구,기타(중위소득72%이상),부자가족,11,5
201809,서울특별시,서대문구,중위소득40%미만,모자가족,1502,624
201809,서울특별시,서대문구,중위소득40%미만,조손가족,12,4
201809,서울특별시,서대문구,중위소득41~52%미만,조손가족,2,1
201809,서울특별시,서대문구,중위소득40%미만,청소년모자,49,24
201809,서울특별시,서대문구,중위소득40%미만,청소년부자,6,3
201809,서울특별시,서대문구,중위소득41~52%미만,모자가족,277,112
201809,서울특별시,서대문구,중위소득53~60%미만,모자가족,66,30
201809,서울특별시,서대문구,중위소득60~72%미만,모자가족,21,8
201809,서울특별시,마포구,중위소득40%미만,부자가족,342,144
201809,서울특별시,마포구,중위소득40%미만,모자가족,1383,576
201809,서울특별시,마포구,중위소득41~52%미만,부자가족,62,25
201809,서울특별시,마포구,중위소득53~60%미만,부자가족,8,4
201809,서울특별시,마포구,중위소득60~72%미만,부자가족,2,1
201809,서울특별시,마포구,중위소득40%미만,조손가족,5,2
201809,서울특별시,마포구,중위소득41~52%미만,조손가족,2,1
201809,서울특별시,마포구,중위소득40%미만,청소년모자,44,23
201809,서울특별시,마포구,중위소득40%미만,청소년부자,2,1
201809,서울특별시,마포구,중위소득41~52%미만,모자가족,225,97
201809,서울특별시,마포구,중위소득53~60%미만,모자가족,53,24
201809,서울특별시,마포구,기타(중위소득72%이상),모자가족,2,1
201809,서울특별시,양천구,기타(중위소득72%이상),모자가족,23,8
201809,서울특별시,양천구,중위소득40%미만,부자가족,479,198
201809,서울특별시,양천구,중위소득41~52%미만,부자가족,78,33
