통계년월,통계시도명,통계시군구명,중위소득비율구분,가족유형,수급자수,수급가구수
201807,서울특별시,종로구,기타(중위소득72%이상),모자가족,1,0
201807,서울특별시,종로구,중위소득40%미만,부자가족,182,73
201807,서울특별시,종로구,중위소득40%미만,모자가족,528,222
201807,서울특별시,종로구,중위소득41~52%미만,부자가족,16,7
201807,서울특별시,종로구,중위소득53~60%미만,부자가족,9,4
201807,서울특별시,종로구,기타(중위소득72%이상),부자가족,1,0
201807,서울특별시,종로구,중위소득40%미만,청소년모자,14,7
201807,서울특별시,종로구,중위소득40%미만,청소년부자,2,1
201807,서울특별시,종로구,중위소득41~52%미만,모자가족,72,30
201807,서울특별시,종로구,중위소득53~60%미만,모자가족,22,10
201807,서울특별시,중구,기타(중위소득72%이상),모자가족,1,1
201807,서울특별시,중구,중위소득40%미만,부자가족,143,58
201807,서울특별시,중구,중위소득41~52%미만,부자가족,27,11
201807,서울특별시,중구,중위소득53~60%미만,부자가족,7,3
201807,서울특별시,중구,기타(중위소득72%이상),부자가족,5,2
201807,서울특별시,중구,중위소득40%미만,청소년모자,8,4
201807,서울특별시,중구,중위소득40%미만,모자가족,516,220
201807,서울특별시,중구,중위소득41~52%미만,모자가족,72,29
201807,서울특별시,중구,중위소득53~60%미만,모자가족,18,9
201807,서울특별시,용산구,기타(중위소득72%이상),모자가족,3,2
201807,서울특별시,용산구,중위소득40%미만,부자가족,229,96
201807,서울특별시,용산구,중위소득41~52%미만,부자가족,40,17
201807,서울특별시,용산구,중위소득53~60%미만,부자가족,7,3
201807,서울특별시,용산구,중위소득60~72%미만,부자가족,5,2
201807,서울특별시,용산구,기타(중위소득72%이상),부자가족,4,1
201807,서울특별시,용산구,중위소득40%미만,조손가족,6,3
201807,서울특별시,용산구,중위소득40%미만,청소년모자,14,8
201807,서울특별시,용산구,중위소득41~52%미만,청소년모자,2,1
201807,서울특별시,용산구,중위소득40%미만,청소년부자,2,1
201807,서울특별시,용산구,중위소득40%미만,모자가족,773,352
201807,서울특별시,용산구,중위소득41~52%미만,모자가족,171,73
201807,서울특별시,용산구,중위소득53~60%미만,모자가족,32,14
201807,서울특별시,용산구,중위소득60~72%미만,모자가족,3,2
201807,서울특별시,성동구,기타(중위소득72%이상),모자가족,2,1
201807,서울특별시,성동구,중위소득40%미만,부자가족,375,174
201807,서울특별시,성동구,중위소득41~52%미만,부자가족,62,27
201807,서울특별시,성동구,중위소득53~60%미만,부자가족,6,3
201807,서울특별시,성동구,기타(중위소득72%이상),부자가족,3,3
201807,서울특별시,성동구,중위소득40%미만,조손가족,11,5
201807,서울특별시,성동구,중위소득40%미만,모자가족,1155,482
201807,서울특별시,성동구,중위소득41~52%미만,조손가족,2,1
201807,서울특별시,성동구,중위소득40%미만,청소년모자,28,14
201807,서울특별시,성동구,중위소득41~52%미만,모자가족,168,71
201807,서울특별시,성동구,중위소득41~52%미만,청소년부자,1,1
201807,서울특별시,성동구,중위소득53~60%미만,모자가족,42,17
201807,서울특별시,성동구,중위소득60~72%미만,모자가족,2,1
201807,서울특별시,광진구,기타(중위소득72%이상),모자가족,5,3
201807,서울특별시,광진구,중위소득40%미만,부자가족,459,194
201807,서울특별시,광진구,중위소득41~52%미만,부자가족,68,31
201807,서울특별시,광진구,중위소득40%미만,모자가족,1924,782
201807,서울특별시,광진구,중위소득53~60%미만,부자가족,17,8
201807,서울특별시,광진구,중위소득40%미만,조손가족,9,4
201807,서울특별시,광진구,중위소득40%미만,청소년모자,19,9
201807,서울특별시,광진구,중위소득40%미만,청소년부자,10,5
201807,서울특별시,광진구,중위소득41~52%미만,모자가족,402,166
201807,서울특별시,광진구,중위소득53~60%미만,모자가족,73,32
201807,서울특별시,광진구,중위소득60~72%미만,모자가족,3,1
201807,서울특별시,동대문구,기타(중위소득72%이상),모자가족,4,1
201807,서울특별시,동대문구,중위소득40%미만,부자가족,554,231
201807,서울특별시,동대문구,중위소득41~52%미만,부자가족,80,32
201807,서울특별시,동대문구,중위소득53~60%미만,부자가족,13,6
201807,서울특별시,동대문구,기타(중위소득72%이상),부자가족,2,1
201807,서울특별시,동대문구,중위소득40%미만,조손가족,16,7
201807,서울특별시,동대문구,중위소득40%미만,모자가족,1816,753
201807,서울특별시,동대문구,중위소득40%미만,청소년모자,19,9
201807,서울특별시,동대문구,중위소득40%미만,청소년부자,4,3
201807,서울특별시,동대문구,중위소득41~52%미만,모자가족,265,110
201807,서울특별시,동대문구,중위소득53~60%미만,모자가족,43,20
201807,서울특별시,동대문구,중위소득60~72%미만,모자가족,5,2
201807,서울특별시,중랑구,기타(중위소득72%이상),모자가족,26,11
201807,서울특별시,중랑구,중위소득40%미만,부자가족,1050,429
201807,서울특별시,중랑구,중위소득41~52%미만,부자가족,149,62
201807,서울특별시,중랑구,중위소득53~60%미만,부자가족,32,14
201807,서울특별시,중랑구,중위소득40%미만,모자가족,3373,1391
201807,서울특별시,중랑구,중위소득60~72%미만,부자가족,2,1
201807,서울특별시,중랑구,기타(중위소득72%이상),부자가족,7,3
201807,서울특별시,중랑구,중위소득40%미만,조손가족,23,9
201807,서울특별시,중랑구,중위소득40%미만,청소년모자,65,33
201807,서울특별시,중랑구,중위소득41~52%미만,청소년모자,4,2
201807,서울특별시,중랑구,중위소득40%미만,청소년부자,14,7
201807,서울특별시,중랑구,중위소득41~52%미만,모자가족,627,264
201807,서울특별시,중랑구,중위소득53~60%미만,모자가족,91,39
201807,서울특별시,중랑구,중위소득60~72%미만,모자가족,17,7
201807,서울특별시,성북구,기타(중위소득72%이상),모자가족,2,1
201807,서울특별시,성북구,중위소득40%미만,부자가족,630,257
201807,서울특별시,성북구,중위소득41~52%미만,부자가족,72,31
201807,서울특별시,성북구,중위소득53~60%미만,부자가족,9,4
201807,서울특별시,성북구,중위소득60~72%미만,부자가족,4,2
201807,서울특별시,성북구,기타(중위소득72%이상),부자가족,5,2
201807,서울특별시,성북구,중위소득40%미만,조손가족,19,7
201807,서울특별시,성북구,중위소득40%미만,청소년모자,41,22
201807,서울특별시,성북구,중위소득40%미만,모자가족,2257,914
201807,서울특별시,성북구,기타(중위소득72%이상),청소년모자,1,0
201807,서울특별시,성북구,중위소득40%미만,청소년부자,2,1
201807,서울특별시,성북구,중위소득41~52%미만,모자가족,488,194
201807,서울특별시,성북구,중위소득53~60%미만,모자가족,61,27
201807,서울특별시,성북구,중위소득60~72%미만,모자가족,14,6
201807,서울특별시,강북구,기타(중위소득72%이상),모자가족,7,3
201807,서울특별시,강북구,중위소득40%미만,부자가족,795,338
201807,서울특별시,강북구,중위소득41~52%미만,부자가족,84,33
201807,서울특별시,강북구,중위소득53~60%미만,부자가족,34,14
201807,서울특별시,강북구,중위소득60~72%미만,부자가족,3,1
201807,서울특별시,강북구,중위소득40%미만,조손가족,36,17
201807,서울특별시,강북구,중위소득40%미만,청소년모자,39,19
201807,서울특별시,강북구,중위소득40%미만,모자가족,3063,1268
201807,서울특별시,강북구,중위소득41~52%미만,청소년모자,4,2
201807,서울특별시,강북구,중위소득40%미만,청소년부자,2,1
201807,서울특별시,강북구,중위소득41~52%미만,모자가족,535,216
201807,서울특별시,강북구,중위소득53~60%미만,모자가족,85,37
201807,서울특별시,강북구,중위소득60~72%미만,모자가족,3,1
201807,서울특별시,도봉구,기타(중위소득72%이상),모자가족,21,9
201807,서울특별시,도봉구,중위소득40%미만,부자가족,684,283
201807,서울특별시,도봉구,중위소득41~52%미만,부자가족,119,51
201807,서울특별시,도봉구,중위소득40%미만,모자가족,2862,1172
201807,서울특별시,도봉구,중위소득53~60%미만,부자가족,16,7
201807,서울특별시,도봉구,중위소득60~72%미만,부자가족,2,1
201807,서울특별시,도봉구,기타(중위소득72%이상),부자가족,6,3
201807,서울특별시,도봉구,중위소득40%미만,조손가족,24,11
201807,서울특별시,도봉구,중위소득41~52%미만,조손가족,2,1
201807,서울특별시,도봉구,중위소득40%미만,청소년모자,49,25
201807,서울특별시,도봉구,중위소득41~52%미만,청소년모자,4,2
201807,서울특별시,도봉구,중위소득40%미만,청소년부자,2,1
201807,서울특별시,도봉구,중위소득41~52%미만,모자가족,425,170
201807,서울특별시,도봉구,중위소득53~60%미만,모자가족,80,33
201807,서울특별시,도봉구,중위소득60~72%미만,모자가족,14,6
201807,서울특별시,노원구,기타(중위소득72%이상),모자가족,33,14
201807,서울특별시,노원구,중위소득40%미만,부자가족,1026,443
201807,서울특별시,노원구,중위소득40%미만,모자가족,3875,1626
201807,서울특별시,노원구,중위소득41~52%미만,부자가족,121,51
201807,서울특별시,노원구,중위소득53~60%미만,부자가족,24,11
201807,서울특별시,노원구,기타(중위소득72%이상),부자가족,4,2
201807,서울특별시,노원구,중위소득40%미만,조손가족,43,18
201807,서울특별시,노원구,중위소득41~52%미만,조손가족,2,1
201807,서울특별시,노원구,중위소득53~60%미만,조손가족,3,1
201807,서울특별시,노원구,기타(중위소득72%이상),조손가족,5,2
201807,서울특별시,노원구,중위소득40%미만,청소년모자,60,31
201807,서울특별시,노원구,중위소득41~52%미만,청소년모자,2,1
201807,서울특별시,노원구,중위소득40%미만,청소년부자,6,3
201807,서울특별시,노원구,중위소득41~52%미만,모자가족,549,221
201807,서울특별시,노원구,중위소득53~60%미만,모자가족,108,50
201807,서울특별시,노원구,중위소득60~72%미만,모자가족,11,5
201807,서울특별시,은평구,기타(중위소득72%이상),모자가족,13,5
201807,서울특별시,은평구,중위소득40%미만,부자가족,749,310
201807,서울특별시,은평구,중위소득41~52%미만,부자가족,144,58
201807,서울특별시,은평구,중위소득53~60%미만,부자가족,29,13
201807,서울특별시,은평구,기타(중위소득72%이상),부자가족,5,2
201807,서울특별시,은평구,중위소득40%미만,조손가족,22,10
201807,서울특별시,은평구,중위소득41~52%미만,조손가족,5,2
201807,서울특별시,은평구,중위소득40%미만,청소년모자,56,27
201807,서울특별시,은평구,중위소득40%미만,모자가족,2988,1227
201807,서울특별시,은평구,중위소득41~52%미만,청소년모자,4,2
201807,서울특별시,은평구,중위소득53~60%미만,청소년모자,2,1
201807,서울특별시,은평구,중위소득40%미만,청소년부자,10,5
201807,서울특별시,은평구,중위소득41~52%미만,청소년부자,3,1
201807,서울특별시,은평구,중위소득41~52%미만,모자가족,737,299
201807,서울특별시,은평구,중위소득53~60%미만,모자가족,126,56
201807,서울특별시,은평구,중위소득60~72%미만,모자가족,7,3
201807,서울특별시,서대문구,기타(중위소득72%이상),모자가족,11,5
201807,서울특별시,서대문구,중위소득40%미만,부자가족,423,173
201807,서울특별시,서대문구,중위소득40%미만,모자가족,1530,635
201807,서울특별시,서대문구,중위소득41~52%미만,부자가족,85,34
201807,서울특별시,서대문구,중위소득53~60%미만,부자가족,21,10
201807,서울특별시,서대문구,중위소득60~72%미만,부자가족,7,3
201807,서울특별시,서대문구,기타(중위소득72%이상),부자가족,15,6
201807,서울특별시,서대문구,중위소득40%미만,조손가족,12,4
201807,서울특별시,서대문구,중위소득41~52%미만,조손가족,2,1
201807,서울특별시,서대문구,중위소득40%미만,청소년모자,52,27
201807,서울특별시,서대문구,중위소득53~60%미만,청소년모자,2,1
201807,서울특별시,서대문구,중위소득40%미만,청소년부자,6,3
201807,서울특별시,서대문구,중위소득41~52%미만,모자가족,274,111
201807,서울특별시,서대문구,중위소득53~60%미만,모자가족,76,33
201807,서울특별시,서대문구,중위소득60~72%미만,모자가족,12,5
201807,서울특별시,마포구,기타(중위소득72%이상),모자가족,6,3
201807,서울특별시,마포구,중위소득40%미만,부자가족,329,139
201807,서울특별시,마포구,중위소득41~52%미만,부자가족,58,24
201807,서울특별시,마포구,중위소득53~60%미만,부자가족,7,3
201807,서울특별시,마포구,중위소득60~72%미만,부자가족,4,1
201807,서울특별시,마포구,중위소득40%미만,조손가족,5,2
201807,서울특별시,마포구,중위소득41~52%미만,조손가족,2,1
201807,서울특별시,마포구,중위소득40%미만,청소년모자,41,22
201807,서울특별시,마포구,중위소득40%미만,모자가족,1363,567
201807,서울특별시,마포구,중위소득40%미만,청소년부자,2,1
201807,서울특별시,마포구,중위소득41~52%미만,모자가족,223,97
201807,서울특별시,마포구,중위소득53~60%미만,모자가족,51,23
201807,서울특별시,양천구,기타(중위소득72%이상),모자가족,6,2
201807,서울특별시,양천구,중위소득40%미만,부자가족,470,194
201807,서울특별시,양천구,중위소득41~52%미만,부자가족,82,35
201807,서울특별시,양천구,중위소득53~60%미만,부자가족,19,8
201807,서울특별시,양천구,기타(중위소득72%이상),부자가족,5,2
201807,서울특별시,양천구,중위소득40%미만,조손가족,13,5
201807,서울특별시,양천구,중위소득41~52%미만,조손가족,2,1
201807,서울특별시,양천구,기타(중위소득72%이상),조손가족,1,1
201807,서울특별시,양천구,중위소득40%미만,청소년모자,41,20
201807,서울특별시,양천구,중위소득40%미만,모자가족,2124,869
201807,서울특별시,양천구,중위소득41~52%미만,모자가족,475,190
201807,서울특별시,양천구,중위소득53~60%미만,모자가족,97,44
201807,서울특별시,양천구,중위소득60~72%미만,모자가족,4,2
201807,서울특별시,강서구,기타(중위소득72%이상),모자가족,13,6
201807,서울특별시,강서구,중위소득40%미만,부자가족,834,352
201807,서울특별시,강서구,중위소득41~52%미만,부자가족,128,52
201807,서울특별시,강서구,중위소득53~60%미만,부자가족,26,12
201807,서울특별시,강서구,중위소득60~72%미만,부자가족,3,1
201807,서울특별시,강서구,기타(중위소득72%이상),부자가족,2,1
201807,서울특별시,강서구,중위소득40%미만,조손가족,20,8
201807,서울특별시,강서구,중위소득40%미만,모자가족,3187,1315
201807,서울특별시,강서구,중위소득41~52%미만,조손가족,2,1
201807,서울특별시,강서구,중위소득40%미만,청소년모자,51,27
201807,서울특별시,강서구,중위소득40%미만,청소년부자,11,6
201807,서울특별시,강서구,중위소득41~52%미만,청소년부자,3,1
201807,서울특별시,강서구,중위소득41~52%미만,모자가족,643,260
201807,서울특별시,강서구,중위소득53~60%미만,모자가족,152,68
201807,서울특별시,강서구,중위소득60~72%미만,모자가족,5,2
201807,서울특별시,구로구,중위소득40%미만,모자가족,1695,754
201807,서울특별시,구로구,중위소득40%미만,부자가족,392,161
201807,서울특별시,구로구,중위소득41~52%미만,부자가족,63,27
