통계년월,통계시도명,통계시군구명,중위소득비율구분,가족유형,수급자수,수급가구수
201806,서울특별시,종로구,중위소득40%미만,부자가족,189,76
201806,서울특별시,종로구,중위소득40%미만,모자가족,547,229
201806,서울특별시,종로구,중위소득41~52%미만,부자가족,18,8
201806,서울특별시,종로구,중위소득53~60%미만,부자가족,7,3
201806,서울특별시,종로구,기타(중위소득72%이상),부자가족,1,0
201806,서울특별시,종로구,중위소득40%미만,청소년모자,14,7
201806,서울특별시,종로구,중위소득40%미만,청소년부자,2,1
201806,서울특별시,종로구,중위소득41~52%미만,모자가족,72,30
201806,서울특별시,종로구,중위소득53~60%미만,모자가족,20,9
201806,서울특별시,중구,기타(중위소득72%이상),모자가족,1,1
201806,서울특별시,중구,중위소득40%미만,부자가족,138,56
201806,서울특별시,중구,중위소득41~52%미만,부자가족,29,12
201806,서울특별시,중구,중위소득53~60%미만,부자가족,4,2
201806,서울특별시,중구,중위소득40%미만,청소년모자,8,4
201806,서울특별시,중구,중위소득40%미만,모자가족,517,221
201806,서울특별시,중구,중위소득41~52%미만,모자가족,67,27
201806,서울특별시,중구,중위소득53~60%미만,모자가족,12,6
201806,서울특별시,용산구,중위소득40%미만,부자가족,246,103
201806,서울특별시,용산구,중위소득40%미만,모자가족,769,352
201806,서울특별시,용산구,중위소득41~52%미만,부자가족,37,16
201806,서울특별시,용산구,중위소득53~60%미만,부자가족,3,1
201806,서울특별시,용산구,중위소득40%미만,조손가족,6,3
201806,서울특별시,용산구,중위소득40%미만,청소년모자,10,6
201806,서울특별시,용산구,중위소득41~52%미만,청소년모자,4,2
201806,서울특별시,용산구,중위소득60~72%미만,청소년모자,2,1
201806,서울특별시,용산구,중위소득41~52%미만,모자가족,161,67
201806,서울특별시,용산구,중위소득40%미만,청소년부자,2,1
201806,서울특별시,용산구,중위소득53~60%미만,모자가족,27,12
201806,서울특별시,용산구,중위소득60~72%미만,모자가족,2,1
201806,서울특별시,성동구,기타(중위소득72%이상),모자가족,2,1
201806,서울특별시,성동구,중위소득40%미만,부자가족,381,167
201806,서울특별시,성동구,중위소득41~52%미만,부자가족,64,27
201806,서울특별시,성동구,중위소득53~60%미만,부자가족,4,2
201806,서울특별시,성동구,기타(중위소득72%이상),부자가족,3,2
201806,서울특별시,성동구,중위소득40%미만,조손가족,11,5
201806,서울특별시,성동구,중위소득41~52%미만,조손가족,2,1
201806,서울특별시,성동구,중위소득40%미만,청소년모자,26,13
201806,서울특별시,성동구,중위소득41~52%미만,청소년부자,1,1
201806,서울특별시,성동구,중위소득40%미만,모자가족,1196,500
201806,서울특별시,성동구,중위소득41~52%미만,모자가족,170,71
201806,서울특별시,성동구,중위소득53~60%미만,모자가족,29,12
201806,서울특별시,광진구,기타(중위소득72%이상),모자가족,3,2
201806,서울특별시,광진구,중위소득40%미만,부자가족,487,204
201806,서울특별시,광진구,중위소득40%미만,모자가족,1955,799
201806,서울특별시,광진구,중위소득41~52%미만,부자가족,71,32
201806,서울특별시,광진구,중위소득53~60%미만,부자가족,11,5
201806,서울특별시,광진구,중위소득40%미만,조손가족,9,4
201806,서울특별시,광진구,중위소득40%미만,청소년모자,17,8
201806,서울특별시,광진구,중위소득40%미만,청소년부자,10,5
201806,서울특별시,광진구,중위소득41~52%미만,모자가족,402,165
201806,서울특별시,광진구,중위소득53~60%미만,모자가족,50,21
201806,서울특별시,광진구,중위소득60~72%미만,모자가족,5,2
201806,서울특별시,동대문구,중위소득40%미만,부자가족,562,234
201806,서울특별시,동대문구,중위소득41~52%미만,부자가족,80,32
